J-Date,Date,Weekday,Open,High,Low,Close
1393-08-22,2014-11-13,Thursday,32580,32580,32550,32550
1393-08-23,2014-11-14,Friday,32540,32550,32400,32440
1393-08-24,2014-11-15,Saturday,32460,32470,32400,32470
1393-08-25,2014-11-16,Sunday,32450,32470,32440,32460
1393-08-26,2014-11-17,Monday,32440,32580,32440,32560
1393-08-27,2014-11-18,Tuesday,32560,32560,32460,32500
1393-08-28,2014-11-19,Wednesday,32510,32530,32480,32530
1393-08-29,2014-11-20,Thursday,32540,32540,32480,32490
1393-08-30,2014-11-21,Friday,32480,32490,32370,32370
1393-09-01,2014-11-22,Saturday,32360,32460,32320,32400
1393-09-02,2014-11-23,Sunday,32420,32650,32410,32560
1393-09-03,2014-11-24,Monday,32570,32620,32520,32620
1393-09-04,2014-11-25,Tuesday,32630,32950,32630,32900
1393-09-05,2014-11-26,Wednesday,32910,33210,32910,33190
1393-09-06,2014-11-27,Thursday,33210,33260,33200,33250
1393-09-07,2014-11-28,Friday,33260,34310,33260,34210
1393-09-08,2014-11-29,Saturday,34180,35300,34000,34610
1393-09-09,2014-11-30,Sunday,34600,34600,33580,33670
1393-09-10,2014-12-01,Monday,33680,33840,33370,33580
1393-09-11,2014-12-02,Tuesday,33560,33770,33550,33670
1393-09-12,2014-12-03,Wednesday,33660,33720,33590,33700
1393-09-13,2014-12-04,Thursday,33690,33700,33680,33680
1393-09-14,2014-12-05,Friday,33630,33690,33370,33430
1393-09-15,2014-12-06,Saturday,33500,34170,33470,34160
1393-09-16,2014-12-07,Sunday,34320,34640,34090,34250
1393-09-17,2014-12-08,Monday,34210,34280,33990,34010
1393-09-18,2014-12-09,Tuesday,33990,34210,33920,34190
1393-09-19,2014-12-10,Wednesday,34180,34310,34140,34220
1393-09-20,2014-12-11,Thursday,34230,34260,34220,34260
1393-09-21,2014-12-12,Friday,34270,34280,34240,34240
1393-09-22,2014-12-13,Saturday,34230,34930,34210,34900
1393-09-23,2014-12-14,Sunday,34920,35010,34000,34100
1393-09-24,2014-12-15,Monday,34110,34830,33800,34800
1393-09-25,2014-12-16,Tuesday,34750,35100,34750,34930
1393-09-26,2014-12-17,Wednesday,34910,35140,34910,35000
1393-09-27,2014-12-18,Thursday,35010,35050,34940,34940
1393-09-28,2014-12-19,Friday,34960,35230,34860,35100
1393-09-29,2014-12-20,Saturday,35130,35130,35060,35070
1393-09-30,2014-12-21,Sunday,35110,35600,35110,35530
1393-10-01,2014-12-22,Monday,35580,35610,35550,35560
1393-10-02,2014-12-23,Tuesday,35630,35870,35300,35730
1393-10-03,2014-12-24,Wednesday,35680,35720,35500,35590
1393-10-04,2014-12-25,Thursday,35580,35580,35390,35390
1393-10-05,2014-12-26,Friday,35380,35650,35380,35580
1393-10-06,2014-12-27,Saturday,35560,35740,35480,35530
1393-10-07,2014-12-28,Sunday,35590,35640,35440,35490
1393-10-08,2014-12-29,Monday,35500,35560,35120,35210
1393-10-09,2014-12-30,Tuesday,35200,35200,34920,35010
1393-10-10,2014-12-31,Wednesday,35000,35030,34950,35010
1393-10-11,2015-01-01,Thursday,35000,35000,34950,34960
1393-10-12,2015-01-02,Friday,34930,35100,34770,35090
1393-10-13,2015-01-03,Saturday,35080,35440,35080,35210
1393-10-14,2015-01-04,Sunday,35220,35330,35060,35120
1393-10-15,2015-01-05,Monday,35140,35260,35130,35240
1393-10-16,2015-01-06,Tuesday,35260,35260,35110,35130
1393-10-17,2015-01-07,Wednesday,35140,35140,35000,35000
1393-10-18,2015-01-08,Thursday,35020,35020,34960,34970
1393-10-19,2015-01-09,Friday,34980,35090,34880,34940
1393-10-20,2015-01-10,Saturday,34930,34960,34830,34860
1393-10-21,2015-01-11,Sunday,34850,34860,34660,34700
1393-10-22,2015-01-12,Monday,34690,34690,34460,34500
1393-10-23,2015-01-13,Tuesday,34490,34570,34380,34520
1393-10-24,2015-01-14,Wednesday,34530,34580,34500,34500
1393-10-25,2015-01-15,Thursday,34490,34490,34430,34450
1393-10-26,2015-01-16,Friday,34440,34500,34380,34460
1393-10-27,2015-01-17,Saturday,34490,34700,34490,34670
1393-10-28,2015-01-18,Sunday,34720,35210,34720,35140
1393-10-29,2015-01-19,Monday,35110,35110,34680,34740
1393-10-30,2015-01-20,Tuesday,34620,34680,34420,34610
1393-11-01,2015-01-21,Wednesday,34660,34660,34540,34570
1393-11-03,2015-01-23,Friday,34600,34600,34430,34430
1393-11-04,2015-01-24,Saturday,34480,34700,34480,34650
1393-11-05,2015-01-25,Sunday,34640,34900,34610,34690
1393-11-06,2015-01-26,Monday,34700,34730,34600,34600
1393-11-07,2015-01-27,Tuesday,34590,34670,34560,34560
1393-11-08,2015-01-28,Wednesday,34570,34640,34530,34560
1393-11-10,2015-01-30,Friday,34620,34620,34510,34570
1393-11-11,2015-01-31,Saturday,34590,34620,34520,34550
1393-11-12,2015-02-01,Sunday,34570,34580,34540,34560
1393-11-13,2015-02-02,Monday,34570,34570,34540,34560
1393-11-14,2015-02-03,Tuesday,34550,34560,34400,34430
1393-11-15,2015-02-04,Wednesday,34410,34410,34270,34320
1393-11-17,2015-02-06,Friday,34330,34330,34160,34190
1393-11-18,2015-02-07,Saturday,34160,34160,33880,34090
1393-11-19,2015-02-08,Sunday,34080,34370,34080,34310
1393-11-20,2015-02-09,Monday,34280,34320,34210,34300
1393-11-22,2015-02-11,Wednesday,34320,34320,34250,34290
1393-11-24,2015-02-13,Friday,34320,34350,34260,34320
1393-11-25,2015-02-14,Saturday,34310,34320,34260,34300
1393-11-26,2015-02-15,Sunday,34310,34310,34190,34220
1393-11-27,2015-02-16,Monday,34200,34200,33980,34020
1393-11-28,2015-02-17,Tuesday,34040,34150,34010,34140
1393-11-29,2015-02-18,Wednesday,34180,34210,34120,34140
1393-12-01,2015-02-20,Friday,34130,34150,34040,34070
1393-12-02,2015-02-21,Saturday,34080,34220,34060,34220
1393-12-03,2015-02-22,Sunday,34200,34410,34200,34350
1393-12-04,2015-02-23,Monday,34370,34370,34290,34340
1393-12-05,2015-02-24,Tuesday,34350,34450,34330,34360
1393-12-06,2015-02-25,Wednesday,34390,34410,34300,34350
1393-12-07,2015-02-26,Thursday,34310,34310,34310,34310
1393-12-08,2015-02-27,Friday,34290,34330,34160,34240
1393-12-09,2015-02-28,Saturday,34260,34280,34190,34260
1393-12-10,2015-03-01,Sunday,34250,34290,34240,34250
1393-12-11,2015-03-02,Monday,34260,34260,34070,34170
1393-12-12,2015-03-03,Tuesday,34180,34200,34110,34200
1393-12-13,2015-03-04,Wednesday,34160,34180,34130,34130
1393-12-15,2015-03-06,Friday,34120,34120,33940,33990
1393-12-16,2015-03-07,Saturday,34020,34060,33930,34060
1393-12-17,2015-03-08,Sunday,34050,34060,33960,33960
1393-12-18,2015-03-09,Monday,33980,33980,33820,33840
1393-12-19,2015-03-10,Tuesday,33800,33800,33330,33360
1393-12-20,2015-03-11,Wednesday,33410,33410,32960,33240
1393-12-21,2015-03-12,Thursday,33170,33170,32950,32990
1393-12-22,2015-03-13,Friday,32960,32960,32200,32200
1393-12-23,2015-03-14,Saturday,32180,32670,31600,32410
1393-12-24,2015-03-15,Sunday,32440,33150,32400,32810
1393-12-25,2015-03-16,Monday,32870,33860,32870,33530
1393-12-26,2015-03-17,Tuesday,33530,33760,33350,33490
1393-12-27,2015-03-18,Wednesday,33580,33700,32950,33380
1394-01-02,2015-03-22,Sunday,33560,33560,33560,33560
1394-01-03,2015-03-23,Monday,33600,33600,33600,33600
1394-01-04,2015-03-24,Tuesday,33560,34280,33560,33930
1394-01-05,2015-03-25,Wednesday,33980,34030,33890,33930
1394-01-07,2015-03-27,Friday,33810,33810,32730,32960
1394-01-08,2015-03-28,Saturday,32970,33180,32610,33100
1394-01-09,2015-03-29,Sunday,33110,33340,32990,33240
1394-01-10,2015-03-30,Monday,33190,33390,32880,33070
1394-01-11,2015-03-31,Tuesday,32890,33300,32890,33300
1394-01-12,2015-04-01,Wednesday,33230,33230,32250,32350
1394-01-13,2015-04-02,Thursday,32340,32340,31710,31880
1394-01-14,2015-04-03,Friday,31850,32700,31710,32690
1394-01-15,2015-04-04,Saturday,32760,32990,32670,32840
1394-01-16,2015-04-05,Sunday,32820,32890,32600,32860
1394-01-17,2015-04-06,Monday,32840,33170,32840,33140
1394-01-18,2015-04-07,Tuesday,33170,33330,32930,32930
1394-01-19,2015-04-08,Wednesday,32910,33090,32860,32900
1394-01-21,2015-04-10,Friday,32950,33560,32950,33520
1394-01-22,2015-04-11,Saturday,33570,33850,33390,33390
1394-01-23,2015-04-12,Sunday,33420,33580,33340,33380
1394-01-24,2015-04-13,Monday,33480,33530,33270,33450
1394-01-25,2015-04-14,Tuesday,33440,33710,33440,33580
1394-01-26,2015-04-15,Wednesday,33590,33620,33450,33480
1394-01-27,2015-04-16,Thursday,33490,33490,33420,33420
1394-01-28,2015-04-17,Friday,33440,33450,33330,33360
1394-01-29,2015-04-18,Saturday,33340,33440,33310,33390
1394-01-30,2015-04-19,Sunday,33450,33450,33350,33390
1394-01-31,2015-04-20,Monday,33400,33450,33370,33390
1394-02-01,2015-04-21,Tuesday,33380,33390,33310,33360
1394-02-02,2015-04-22,Wednesday,33370,33390,33310,33330
1394-02-03,2015-04-23,Thursday,33340,33340,33330,33330
1394-02-04,2015-04-24,Friday,33320,33340,33210,33220
1394-02-05,2015-04-25,Saturday,33200,33350,33190,33300
1394-02-06,2015-04-26,Sunday,33340,33430,33340,33350
1394-02-07,2015-04-27,Monday,33360,33390,33310,33380
1394-02-08,2015-04-28,Tuesday,33390,33410,33340,33360
1394-02-09,2015-04-29,Wednesday,33370,33400,33330,33390
1394-02-10,2015-04-30,Thursday,33400,33400,33390,33390
1394-02-12,2015-05-02,Saturday,33410,33430,33350,33390
1394-02-13,2015-05-03,Sunday,33400,33400,33250,33250
1394-02-14,2015-05-04,Monday,33230,33270,33170,33270
1394-02-15,2015-05-05,Tuesday,33250,33320,33190,33300
1394-02-16,2015-05-06,Wednesday,33310,33320,33280,33290
1394-02-17,2015-05-07,Thursday,33300,33300,33300,33300
1394-02-18,2015-05-08,Friday,33290,33300,33210,33210
1394-02-19,2015-05-09,Saturday,33220,33220,33140,33180
1394-02-20,2015-05-10,Sunday,33170,33190,33110,33160
1394-02-21,2015-05-11,Monday,33120,33170,33070,33160
1394-02-22,2015-05-12,Tuesday,33180,33270,33150,33190
1394-02-23,2015-05-13,Wednesday,33180,33200,33170,33200
1394-02-24,2015-05-14,Thursday,33190,33190,33190,33190
1394-02-25,2015-05-15,Friday,33200,33200,33190,33190
1394-02-26,2015-05-16,Saturday,33150,33160,33090,33100
1394-02-27,2015-05-17,Sunday,33040,33080,33040,33070
1394-02-28,2015-05-18,Monday,33060,33080,32980,32980
1394-02-29,2015-05-19,Tuesday,32990,33020,32770,32830
1394-02-30,2015-05-20,Wednesday,32940,33050,32850,32850
1394-03-01,2015-05-22,Friday,32960,33100,32960,32970
1394-03-02,2015-05-23,Saturday,33000,33050,32950,32950
1394-03-03,2015-05-24,Sunday,33070,33130,32930,32930
1394-03-04,2015-05-25,Monday,33110,33150,33000,33000
1394-03-05,2015-05-26,Tuesday,33070,33150,33000,33000
1394-03-06,2015-05-27,Wednesday,33100,33220,32980,32980
1394-03-08,2015-05-29,Friday,33100,33320,33080,33080
1394-03-09,2015-05-30,Saturday,33200,33320,33160,33190
1394-03-10,2015-05-31,Sunday,33200,33210,33100,33130
1394-03-11,2015-06-01,Monday,33160,33220,33100,33130
1394-03-15,2015-06-05,Friday,33180,33230,33110,33110
1394-03-16,2015-06-06,Saturday,33130,33130,33070,33080
1394-03-17,2015-06-07,Sunday,33140,33160,33100,33100
1394-03-18,2015-06-08,Monday,33110,33160,33080,33080
1394-03-19,2015-06-09,Tuesday,33120,33170,33080,33080
1394-03-20,2015-06-10,Wednesday,33100,33110,33050,33050
1394-03-22,2015-06-12,Friday,33080,33100,33040,33040
1394-03-23,2015-06-13,Saturday,33020,33020,32920,32920
1394-03-24,2015-06-14,Sunday,32910,32910,32820,32820
1394-03-25,2015-06-15,Monday,32750,32850,32690,32850
1394-03-26,2015-06-16,Tuesday,32860,32920,32820,32850
1394-03-27,2015-06-17,Wednesday,32840,32840,32780,32780
1394-03-29,2015-06-19,Friday,32790,32790,32700,32710
1394-03-30,2015-06-20,Saturday,32730,32770,32680,32720
1394-03-31,2015-06-21,Sunday,32650,32670,32600,32620
1394-04-01,2015-06-22,Monday,32630,32660,32580,32660
1394-04-02,2015-06-23,Tuesday,32680,32850,32660,32750
1394-04-03,2015-06-24,Wednesday,32850,32880,32750,32750
1394-04-05,2015-06-26,Friday,32860,33070,32860,33030
1394-04-06,2015-06-27,Saturday,33080,33380,33000,33000
1394-04-07,2015-06-28,Sunday,33170,33330,33000,33000
1394-04-08,2015-06-29,Monday,32980,33110,32870,32990
1394-04-09,2015-06-30,Tuesday,33230,33330,33090,33090
1394-04-10,2015-07-01,Wednesday,33040,33060,32940,32950
1394-04-12,2015-07-03,Friday,33020,33180,33000,33040
1394-04-13,2015-07-04,Saturday,33130,33130,32900,32950
1394-04-14,2015-07-05,Sunday,32970,32970,32700,32720
1394-04-15,2015-07-06,Monday,32560,32690,32420,32480
1394-04-17,2015-07-08,Wednesday,32500,32560,32380,32380
1394-04-19,2015-07-10,Friday,32440,32590,32440,32490
1394-04-20,2015-07-11,Saturday,32580,32590,32450,32500
1394-04-21,2015-07-12,Sunday,32270,32270,32120,32140
1394-04-22,2015-07-13,Monday,32050,32170,31780,32160
1394-04-23,2015-07-14,Tuesday,32350,32620,32180,32180
1394-04-24,2015-07-15,Wednesday,32490,32490,32190,32300
1394-04-28,2015-07-19,Sunday,32320,32370,32290,32300
1394-04-29,2015-07-20,Monday,32250,32420,32200,32350
1394-04-30,2015-07-21,Tuesday,32530,32620,32380,32390
1394-04-31,2015-07-22,Wednesday,32530,32560,32380,32380
1394-05-02,2015-07-24,Friday,32770,32950,32570,32570
1394-05-03,2015-07-25,Saturday,33030,33180,32570,32950
1394-05-04,2015-07-26,Sunday,32990,33000,32860,32900
1394-05-05,2015-07-27,Monday,33030,33090,32980,32980
1394-05-06,2015-07-28,Tuesday,33080,33100,32990,33030
1394-05-07,2015-07-29,Wednesday,33050,33070,33000,33000
1394-05-09,2015-07-31,Friday,33080,33200,33060,33140
1394-05-10,2015-08-01,Saturday,33220,33270,33120,33150
1394-05-11,2015-08-02,Sunday,33200,33220,33130,33160
1394-05-12,2015-08-03,Monday,33250,33330,33220,33240
1394-05-13,2015-08-04,Tuesday,33250,33320,33250,33270
1394-05-14,2015-08-05,Wednesday,33300,33400,33250,33250
1394-05-16,2015-08-07,Friday,33400,33600,33380,33380
1394-05-17,2015-08-08,Saturday,33500,33510,33300,33390
1394-05-18,2015-08-09,Sunday,33380,33490,33360,33360
1394-05-20,2015-08-11,Tuesday,33440,33590,33360,33460
1394-05-21,2015-08-12,Wednesday,33600,33680,33450,33450
1394-05-23,2015-08-14,Friday,33580,33640,33400,33400
1394-05-24,2015-08-15,Saturday,33410,33470,33390,33410
1394-05-25,2015-08-16,Sunday,33480,33580,33410,33410
1394-05-26,2015-08-17,Monday,33450,33710,33450,33550
1394-05-27,2015-08-18,Tuesday,33590,33620,33460,33460
1394-05-28,2015-08-19,Wednesday,33580,33600,33490,33490
1394-05-30,2015-08-21,Friday,33500,33630,33480,33480
1394-05-31,2015-08-22,Saturday,33660,33720,33500,33500
1394-06-01,2015-08-23,Sunday,33680,33760,33550,33550
1394-06-02,2015-08-24,Monday,33730,33810,33580,33650
1394-06-03,2015-08-25,Tuesday,33860,34070,33630,33630
1394-06-04,2015-08-26,Wednesday,33690,34000,33550,33550
1394-06-06,2015-08-28,Friday,33870,33930,33590,33590
1394-06-07,2015-08-29,Saturday,33780,33890,33670,33670
1394-06-08,2015-08-30,Sunday,34020,34100,33770,33770
1394-06-09,2015-08-31,Monday,34030,34120,33960,34000
1394-06-10,2015-09-01,Tuesday,34160,34160,33980,33980
1394-06-11,2015-09-02,Wednesday,34000,34050,33850,33850
1394-06-13,2015-09-04,Friday,34120,34120,33830,33830
1394-06-14,2015-09-05,Saturday,33920,34270,33920,33970
1394-06-15,2015-09-06,Sunday,34220,34270,33890,33890
1394-06-16,2015-09-07,Monday,34150,34370,33830,33830
1394-06-17,2015-09-08,Tuesday,34220,34320,33830,33850
1394-06-18,2015-09-09,Wednesday,33920,34300,33850,33850
1394-06-20,2015-09-11,Friday,34370,34500,33900,33900
1394-06-21,2015-09-12,Saturday,34040,34560,33980,33980
1394-06-22,2015-09-13,Sunday,34130,34750,34130,34200
1394-06-23,2015-09-14,Monday,34340,34920,33950,33950
1394-06-24,2015-09-15,Tuesday,34510,34510,33930,33930
1394-06-25,2015-09-16,Wednesday,33990,33990,33850,33850
1394-06-27,2015-09-18,Friday,33980,34000,33850,33850
1394-06-28,2015-09-19,Saturday,34020,34040,33830,33830
1394-06-29,2015-09-20,Sunday,33820,33820,33720,33720
1394-06-30,2015-09-21,Monday,34020,34080,33880,33880
1394-06-31,2015-09-22,Tuesday,33900,33950,33850,33850
1394-07-03,2015-09-25,Friday,33950,33970,33840,33840
1394-07-04,2015-09-26,Saturday,33910,34200,33910,33930
1394-07-05,2015-09-27,Sunday,34010,34200,33920,33920
1394-07-06,2015-09-28,Monday,34170,34250,33950,34090
1394-07-07,2015-09-29,Tuesday,34650,34650,34090,34090
1394-07-08,2015-09-30,Wednesday,34290,34520,34050,34050
1394-07-10,2015-10-02,Friday,34370,34610,34090,34090
1394-07-11,2015-10-03,Saturday,34450,34450,33950,33950
1394-07-12,2015-10-04,Sunday,34230,34500,33990,33990
1394-07-13,2015-10-05,Monday,34160,34850,33990,33990
1394-07-14,2015-10-06,Tuesday,34560,34750,33990,33990
1394-07-15,2015-10-07,Wednesday,34400,34790,33980,33980
1394-07-17,2015-10-09,Friday,34140,34790,33980,33980
1394-07-18,2015-10-10,Saturday,34400,34650,33900,33900
1394-07-19,2015-10-11,Sunday,34700,34700,33890,33890
1394-07-20,2015-10-12,Monday,34420,34550,33880,33880
1394-07-21,2015-10-13,Tuesday,33950,34670,33880,33890
1394-07-22,2015-10-14,Wednesday,34530,34600,33880,33880
1394-07-24,2015-10-16,Friday,34450,34530,33870,33870
1394-07-25,2015-10-17,Saturday,34390,34390,33870,33870
1394-07-26,2015-10-18,Sunday,34330,34350,33810,33810
1394-07-27,2015-10-19,Monday,34190,34290,33810,33810
1394-07-28,2015-10-20,Tuesday,34270,34390,33830,33830
1394-07-29,2015-10-21,Wednesday,34410,34540,33850,33850
1394-08-02,2015-10-24,Saturday,34010,34600,33850,33850
1394-08-03,2015-10-25,Sunday,34410,34550,33880,33880
1394-08-04,2015-10-26,Monday,34040,34790,33890,33890
1394-08-05,2015-10-27,Tuesday,34340,34900,33900,33900
1394-08-06,2015-10-28,Wednesday,34090,34850,33890,33890
1394-08-08,2015-10-30,Friday,34080,34820,33890,33890
1394-08-09,2015-10-31,Saturday,34980,34980,33950,33950
1394-08-10,2015-11-01,Sunday,34150,34980,33940,33940
1394-08-11,2015-11-02,Monday,34550,34950,33940,33940
1394-08-12,2015-11-03,Tuesday,34990,34990,33930,33930
1394-08-13,2015-11-04,Wednesday,34950,34950,33890,33890
1394-08-15,2015-11-06,Friday,34950,34970,33930,33930
1394-08-16,2015-11-07,Saturday,35080,35120,33950,33950
1394-08-17,2015-11-08,Sunday,34200,35350,33960,33960
1394-08-18,2015-11-09,Monday,35190,35500,33950,33950
1394-08-19,2015-11-10,Tuesday,35070,35350,33940,33940
1394-08-20,2015-11-11,Wednesday,34790,35450,33930,33930
1394-08-21,2015-11-12,Thursday,35750,35750,35750,35750
1394-08-22,2015-11-13,Friday,35580,35650,33990,33990
1394-08-23,2015-11-14,Saturday,34330,35700,33940,33940
1394-08-24,2015-11-15,Sunday,35590,35590,33940,33940
1394-08-25,2015-11-16,Monday,34260,35530,33940,33940
1394-08-26,2015-11-17,Tuesday,34270,35590,33930,33930
1394-08-27,2015-11-18,Wednesday,35610,35610,33930,33930
1394-08-29,2015-11-20,Friday,34590,35570,33930,33930
1394-08-30,2015-11-21,Saturday,34900,35690,33940,33940
1394-09-01,2015-11-22,Sunday,35750,35750,33940,33940
1394-09-02,2015-11-23,Monday,35420,35810,33980,33980
1394-09-03,2015-11-24,Tuesday,35870,35930,33990,33990
1394-09-04,2015-11-25,Wednesday,35990,35990,33920,33920
1394-09-05,2015-11-26,Thursday,33930,33930,33930,33930
1394-09-06,2015-11-27,Friday,33920,36390,33920,33990
1394-09-07,2015-11-28,Saturday,36530,36530,33990,33990
1394-09-08,2015-11-29,Sunday,35080,35830,33990,33990
1394-09-09,2015-11-30,Monday,34170,36470,33990,33990
1394-09-11,2015-12-02,Wednesday,34330,36350,33970,33970
1394-09-13,2015-12-04,Friday,36190,36190,33970,33970
1394-09-14,2015-12-05,Saturday,36000,36000,33970,33970
1394-09-15,2015-12-06,Sunday,35780,36390,33960,33960
1394-09-16,2015-12-07,Monday,36200,36200,33960,33960
1394-09-17,2015-12-08,Tuesday,34450,36400,33950,33950
1394-09-19,2015-12-10,Thursday,36550,36550,34200,36550
1394-09-21,2015-12-12,Saturday,36250,36290,33940,33940
1394-09-22,2015-12-13,Sunday,36240,36290,33940,33940
1394-09-23,2015-12-14,Monday,34300,36100,33940,33940
1394-09-24,2015-12-15,Tuesday,34320,36230,33970,33970
1394-09-25,2015-12-16,Wednesday,34390,36450,33890,33890
1394-09-27,2015-12-18,Friday,34300,36340,33800,33800
1394-09-28,2015-12-19,Saturday,34040,36190,33850,33850
1394-09-29,2015-12-20,Sunday,34100,36340,33840,33840
1394-09-30,2015-12-21,Monday,36290,36400,33860,33860
1394-10-01,2015-12-22,Tuesday,34120,36530,33870,33870
1394-10-02,2015-12-23,Wednesday,34140,36580,33880,33880
1394-10-04,2015-12-25,Friday,34160,34160,33800,33850
1394-10-05,2015-12-26,Saturday,34120,36590,33800,33800
1394-10-06,2015-12-27,Sunday,34070,36520,33800,33800
1394-10-08,2015-12-29,Tuesday,34070,36520,33830,33830
1394-10-09,2015-12-30,Wednesday,35150,36720,33870,33870
1394-10-11,2016-01-01,Friday,35650,35650,33840,33840
1394-10-12,2016-01-02,Saturday,36560,36580,33840,33840
1394-10-13,2016-01-03,Sunday,34120,36660,33840,33890
1394-10-14,2016-01-04,Monday,34180,36230,33940,33940
1394-10-15,2016-01-05,Tuesday,34240,36950,33940,33940
1394-10-16,2016-01-06,Wednesday,34230,36280,33940,33940
1394-10-18,2016-01-08,Friday,34250,36280,33990,33990
1394-10-19,2016-01-09,Saturday,34310,37210,33950,33950
1394-10-20,2016-01-10,Sunday,34250,36990,33890,33890
1394-10-21,2016-01-11,Monday,34180,36490,33880,33880
1394-10-22,2016-01-12,Tuesday,34160,36690,33870,33870
1394-10-23,2016-01-13,Wednesday,34120,36160,33850,33850
1394-10-25,2016-01-15,Friday,36200,36200,33840,33840
1394-10-26,2016-01-16,Saturday,35850,36090,33840,33840
1394-10-27,2016-01-17,Sunday,36020,36020,33840,33840
1394-10-28,2016-01-18,Monday,35850,35960,33830,33830
1394-10-29,2016-01-19,Tuesday,35850,35850,33840,33840
1394-10-30,2016-01-20,Wednesday,35040,35040,33830,33830
1394-11-02,2016-01-22,Friday,36280,36280,33870,33870
1394-11-03,2016-01-23,Saturday,35890,36470,33870,33870
1394-11-04,2016-01-24,Sunday,35880,36340,33850,33850
1394-11-05,2016-01-25,Monday,36430,36430,33850,33850
1394-11-06,2016-01-26,Tuesday,36500,36500,33840,33840
1394-11-07,2016-01-27,Wednesday,35860,36270,33840,33840
1394-11-09,2016-01-29,Friday,34640,36260,33820,33820
1394-11-10,2016-01-30,Saturday,36050,36050,33840,33840
1394-11-11,2016-01-31,Sunday,36250,36250,33830,33830
1394-11-12,2016-02-01,Monday,35570,36180,33830,33830
1394-11-13,2016-02-02,Tuesday,34430,36220,33820,33820
1394-11-14,2016-02-03,Wednesday,34260,35990,33820,33820
1394-11-16,2016-02-05,Friday,34330,35850,33810,33810
1394-11-17,2016-02-06,Saturday,34270,35640,33800,33800
1394-11-18,2016-02-07,Sunday,35360,35600,33800,33800
1394-11-19,2016-02-08,Monday,34210,35440,33800,33800
1394-11-20,2016-02-09,Tuesday,34100,35000,33800,33800
1394-11-23,2016-02-12,Friday,34660,34970,33800,33800
1394-11-24,2016-02-13,Saturday,34590,34620,33800,33800
1394-11-25,2016-02-14,Sunday,34000,34540,33840,33840
1394-11-26,2016-02-15,Monday,33960,34430,33960,34430
1394-11-27,2016-02-16,Tuesday,34560,34690,34560,34620
1394-11-28,2016-02-17,Wednesday,34820,34890,34710,34710
1394-11-30,2016-02-19,Friday,34690,34690,34450,34450
1394-12-01,2016-02-20,Saturday,34440,34540,34370,34500
1394-12-02,2016-02-21,Sunday,34540,34800,34540,34540
1394-12-03,2016-02-22,Monday,34550,34720,34550,34650
1394-12-04,2016-02-23,Tuesday,34660,34740,34660,34680
1394-12-05,2016-02-24,Wednesday,34890,34890,34750,34750
1394-12-07,2016-02-26,Friday,34880,34990,34850,34850
1394-12-08,2016-02-27,Saturday,34810,34850,34550,34550
1394-12-09,2016-02-28,Sunday,34580,34700,34550,34550
1394-12-10,2016-02-29,Monday,34560,34620,34540,34540
1394-12-11,2016-03-01,Tuesday,34660,34760,34540,34540
1394-12-12,2016-03-02,Wednesday,34560,34570,34450,34450
1394-12-14,2016-03-04,Friday,34430,34440,34250,34250
1394-12-15,2016-03-05,Saturday,34260,34340,34260,34340
1394-12-16,2016-03-06,Sunday,34300,34330,34230,34260
1394-12-17,2016-03-07,Monday,34250,34250,34050,34080
1394-12-18,2016-03-08,Tuesday,34120,34270,34090,34240
1394-12-19,2016-03-09,Wednesday,34450,34460,34370,34370
1394-12-21,2016-03-11,Friday,34290,34290,34270,34270
1394-12-23,2016-03-13,Sunday,34180,34270,34140,34180
1394-12-24,2016-03-14,Monday,34240,34310,34240,34290
1394-12-25,2016-03-15,Tuesday,34330,34370,34300,34300
1394-12-26,2016-03-16,Wednesday,34250,34250,34250,34250
1395-01-06,2016-03-25,Friday,34300,34750,34300,34680
1395-01-07,2016-03-26,Saturday,34660,34670,34660,34660
1395-01-08,2016-03-27,Sunday,35200,35200,35000,35200
1395-01-09,2016-03-28,Monday,34960,35140,34960,35130
1395-01-10,2016-03-29,Tuesday,34890,34890,34820,34820
1395-01-11,2016-03-30,Wednesday,34850,34850,34850,34850
1395-01-13,2016-04-01,Friday,34890,34940,34750,34750
1395-01-14,2016-04-02,Saturday,34720,34720,34490,34490
1395-01-15,2016-04-03,Sunday,34500,34610,34480,34500
1395-01-16,2016-04-04,Monday,34700,34780,34700,34760
1395-01-17,2016-04-05,Tuesday,34910,34930,34690,34700
1395-01-18,2016-04-06,Wednesday,34800,34800,34650,34650
1395-01-19,2016-04-07,Thursday,34650,34650,34650,34650
1395-01-20,2016-04-08,Friday,34670,34690,34670,34690
1395-01-21,2016-04-09,Saturday,34760,34800,34720,34720
1395-01-22,2016-04-10,Sunday,34750,34750,34700,34700
1395-01-23,2016-04-11,Monday,34820,34820,34690,34690
1395-01-24,2016-04-12,Tuesday,34670,34690,34630,34660
1395-01-25,2016-04-13,Wednesday,34650,34650,34590,34620
1395-01-27,2016-04-15,Friday,34740,34740,34640,34640
1395-01-28,2016-04-16,Saturday,34700,34700,34550,34550
1395-01-29,2016-04-17,Sunday,34590,34590,34510,34510
1395-01-30,2016-04-18,Monday,34540,34640,34540,34640
1395-01-31,2016-04-19,Tuesday,34680,34680,34580,34580
1395-02-03,2016-04-22,Friday,34630,34630,34590,34590
1395-02-04,2016-04-23,Saturday,34650,34710,34650,34690
1395-02-05,2016-04-24,Sunday,34700,34730,34670,34670
