J-Date,Date,Weekday,Open,High,Low,Close
1397-03-10,2018-05-31,Thursday,64630,65150,64620,65020
1397-03-11,2018-06-01,Friday,65000,65180,63830,63900
1397-03-12,2018-06-02,Saturday,64470,64950,63610,64390
1397-03-13,2018-06-03,Sunday,64400,64530,64090,64250
1397-03-14,2018-06-04,Monday,64260,65460,64040,65210
1397-03-15,2018-06-05,Tuesday,65200,65350,64710,65090
1397-03-16,2018-06-06,Wednesday,65070,66020,64770,65030
1397-03-17,2018-06-07,Thursday,65040,65220,64390,64390
1397-03-18,2018-06-08,Friday,64400,67350,64310,67350
1397-03-19,2018-06-09,Saturday,67570,68880,65760,65760
1397-03-20,2018-06-10,Sunday,65740,68660,65500,67810
1397-03-21,2018-06-11,Monday,67800,70910,67790,70350
1397-03-22,2018-06-12,Tuesday,70340,71860,69780,70080
1397-03-23,2018-06-13,Wednesday,70070,70160,66600,67690
1397-03-24,2018-06-14,Thursday,67680,68880,67630,68670
1397-03-25,2018-06-15,Friday,68650,69380,68520,69320
1397-03-26,2018-06-16,Saturday,68740,70690,67940,70310
1397-03-27,2018-06-17,Sunday,70430,72760,69300,70540
1397-03-28,2018-06-18,Monday,70550,72720,70250,72270
1397-03-29,2018-06-19,Tuesday,72290,74030,72260,74000
1397-03-30,2018-06-20,Wednesday,73980,75750,73580,74910
1397-04-01,2018-06-22,Friday,74930,75360,74530,75060
1397-04-01,2018-06-22,Friday,75050,81890,75010,81740
1397-04-02,2018-06-23,Saturday,81000,90960,79620,87050
1397-04-03,2018-06-24,Sunday,87000,89430,78760,81550
1397-04-04,2018-06-25,Monday,81530,83640,78330,78910
1397-04-05,2018-06-26,Tuesday,78920,80290,77900,79740
1397-04-06,2018-06-27,Wednesday,79710,84510,79630,82280
1397-04-07,2018-06-28,Thursday,82270,83310,81940,82280
1397-04-08,2018-06-29,Friday,82300,85050,78200,79750
1397-04-09,2018-06-30,Saturday,79980,83670,79870,83580
1397-04-10,2018-07-01,Sunday,83650,85420,82170,83310
1397-04-11,2018-07-02,Monday,83330,83610,81390,81600
1397-04-12,2018-07-03,Tuesday,81640,82160,78850,80140
1397-04-13,2018-07-04,Wednesday,80150,80360,76250,78470
1397-04-14,2018-07-05,Thursday,78460,81690,78340,80370
1397-04-15,2018-07-06,Friday,80390,80640,76930,80190
1397-04-16,2018-07-07,Saturday,79800,80870,78610,79860
1397-04-17,2018-07-08,Sunday,79820,79860,78630,79460
1397-04-18,2018-07-09,Monday,79470,80090,77650,77850
1397-04-20,2018-07-11,Wednesday,77860,78300,76000,77900
1397-04-20,2018-07-11,Wednesday,77920,79210,77090,78160
1397-04-21,2018-07-12,Thursday,78170,78620,77740,78220
1397-04-22,2018-07-13,Friday,78210,80230,77770,79610
1397-04-23,2018-07-14,Saturday,80300,83120,80300,80740
1397-04-24,2018-07-15,Sunday,80780,81320,78790,79190
1397-04-25,2018-07-16,Monday,79170,81990,77650,81950
1397-04-26,2018-07-17,Tuesday,81940,83640,80450,81340
1397-04-27,2018-07-18,Wednesday,81360,84620,80770,81960
1397-04-28,2018-07-19,Thursday,81980,82740,81240,81490
1397-04-29,2018-07-20,Friday,81470,86500,81340,86500
1397-04-30,2018-07-21,Saturday,86250,90460,85990,88970
1397-04-31,2018-07-22,Sunday,88990,95340,88730,93700
1397-05-01,2018-07-23,Monday,93710,95750,91130,94060
1397-05-02,2018-07-24,Tuesday,94070,94600,91450,91550
1397-05-03,2018-07-25,Wednesday,91560,95290,91340,93160
1397-05-04,2018-07-26,Thursday,93170,95530,93060,94560
1397-05-05,2018-07-27,Friday,94550,96940,92880,96940
1397-05-06,2018-07-28,Saturday,103780,118260,101000,116500
1397-05-07,2018-07-29,Sunday,116550,117610,107810,114700
1397-05-08,2018-07-30,Monday,114710,114890,95090,105410
1397-05-09,2018-07-31,Tuesday,105390,111930,101010,105980
1397-05-10,2018-08-01,Wednesday,105990,113120,95600,112960
1397-05-11,2018-08-02,Thursday,112970,113370,102100,105770
1397-05-12,2018-08-03,Friday,105760,113460,99000,101480
1397-05-13,2018-08-04,Saturday,98100,101660,98170,98170
1397-05-14,2018-08-05,Sunday,98150,99290,92450,95960
1397-05-15,2018-08-06,Monday,95970,98050,82310,89760
1397-05-16,2018-08-07,Tuesday,89780,107860,89250,102540
1397-05-17,2018-08-08,Wednesday,102520,111550,91740,103360
1397-05-18,2018-08-09,Thursday,103350,109670,103170,109430
1397-05-19,2018-08-10,Friday,109370,111550,100370,104280
1397-05-20,2018-08-11,Saturday,103970,105910,97470,100850
1397-05-21,2018-08-12,Sunday,100880,106590,99470,106260
1397-05-22,2018-08-13,Monday,106260,110300,105150,105550
1397-05-23,2018-08-14,Tuesday,105540,107970,103070,105030
1397-05-24,2018-08-15,Wednesday,105040,107150,103360,107090
1397-05-25,2018-08-16,Thursday,107120,109980,106610,107120
1397-05-26,2018-08-17,Friday,107060,107080,102600,103300
1397-05-27,2018-08-18,Saturday,102980,105280,101960,103050
1397-05-28,2018-08-19,Sunday,103160,105600,102880,104140
1397-05-29,2018-08-20,Monday,104150,107110,103600,105840
1397-05-30,2018-08-21,Tuesday,105830,106070,105230,105460
1397-05-31,2018-08-22,Wednesday,105470,106640,103770,105090
1397-06-01,2018-08-23,Thursday,105080,105280,102370,102790
1397-06-02,2018-08-24,Friday,102810,105020,102720,104390
1397-06-03,2018-08-25,Saturday,105020,106440,104390,105430
1397-06-04,2018-08-26,Sunday,105310,108140,105270,107150
1397-06-05,2018-08-27,Monday,107140,110700,104770,110610
1397-06-06,2018-08-28,Tuesday,110620,110680,106020,110110
1397-06-07,2018-08-29,Wednesday,109430,111050,109270,110350
1397-06-08,2018-08-30,Thursday,110250,110420,109420,109970
1397-06-09,2018-08-31,Friday,109960,112320,107420,111890
1397-06-10,2018-09-01,Saturday,112060,121980,104000,119770
1397-06-12,2018-09-03,Monday,119790,135880,119370,127950
1397-06-12,2018-09-03,Monday,128230,139610,127760,136840
1397-06-13,2018-09-04,Tuesday,137140,150670,136400,136890
1397-06-14,2018-09-05,Wednesday,136430,144700,134680,135110
1397-06-16,2018-09-07,Friday,135260,137060,128930,134470
1397-06-16,2018-09-07,Friday,134620,135700,127780,128240
1397-06-17,2018-09-08,Saturday,128710,130320,120970,129630
1397-06-18,2018-09-09,Sunday,129940,138980,129550,138160
1397-06-19,2018-09-10,Monday,138190,146060,135190,135330
1397-06-20,2018-09-11,Tuesday,135370,138980,134170,137160
1397-06-21,2018-09-12,Wednesday,137210,138940,136750,137600
1397-06-22,2018-09-13,Thursday,137650,137650,137650,137650
1397-06-23,2018-09-14,Friday,139320,139570,135570,139070
1397-06-24,2018-09-15,Saturday,145145,147590,139070,142700
1397-06-25,2018-09-16,Sunday,143655,143660,140390,143650
1397-06-26,2018-09-17,Monday,145880,145880,142900,145880
1397-06-27,2018-09-18,Tuesday,145880,145880,145120,145880
1397-06-30,2018-09-21,Friday,144780,145660,141980,143900
1397-06-31,2018-09-22,Saturday,151205,153070,141280,149340
1397-07-01,2018-09-23,Sunday,160975,161950,149330,160000
1397-07-02,2018-09-24,Monday,170640,171290,155830,169990
1397-07-03,2018-09-25,Tuesday,190110,193540,168290,186680
1397-07-04,2018-09-26,Wednesday,181035,186680,169000,175390
1397-07-05,2018-09-27,Thursday,175390,175390,175390,175390
1397-07-06,2018-09-28,Friday,175165,178020,165860,172310
1397-07-07,2018-09-29,Saturday,172290,174360,168680,170220
1397-07-08,2018-09-30,Sunday,162055,172340,146490,151770
1397-07-09,2018-10-01,Monday,136385,151770,121000,121000
1397-07-10,2018-10-02,Tuesday,121000,121000,121000,121000
1397-07-29,2018-10-21,Sunday,144745,145340,142860,144150
1397-07-30,2018-10-22,Monday,143110,144280,140330,141940
1397-08-01,2018-10-23,Tuesday,141395,142400,138990,140390
1397-08-02,2018-10-24,Wednesday,121000,121000,121000,121000
1397-08-23,2018-11-14,Wednesday,119000,119000,118400,118400
1397-08-24,2018-11-15,Thursday,118400,118400,118400,118400
1397-08-25,2018-11-16,Friday,118150,118200,118150,118200
1397-08-26,2018-11-17,Saturday,120870,120870,120870,120870
1397-08-27,2018-11-18,Sunday,127220,127220,127220,127220
1397-08-28,2018-11-19,Monday,128400,128400,128400,128400
1397-08-29,2018-11-20,Tuesday,127910,127910,127910,127910
1397-08-30,2018-11-21,Wednesday,127710,127710,127710,127710
1397-09-01,2018-11-22,Thursday,127710,127710,127710,127710
1397-09-02,2018-11-23,Friday,127250,127250,127250,127250
1397-09-03,2018-11-24,Saturday,127250,127250,127250,127250
1397-09-04,2018-11-25,Sunday,123350,123350,123350,123350
1397-09-05,2018-11-26,Monday,123030,123030,123030,123030
1397-09-06,2018-11-27,Tuesday,121150,121150,121150,121150
1397-09-07,2018-11-28,Wednesday,112680,112680,112450,112450
1397-09-08,2018-11-29,Thursday,112450,112450,112450,112450
1397-09-09,2018-11-30,Friday,112750,115540,107620,113580
1397-09-10,2018-12-01,Saturday,113570,121100,113570,121100
1397-09-11,2018-12-02,Sunday,120240,120290,113660,114300
1397-09-12,2018-12-03,Monday,114030,114800,111710,113670
1397-09-13,2018-12-04,Tuesday,113900,114010,112690,113520
1397-09-14,2018-12-05,Wednesday,113640,116480,109790,113030
1397-09-16,2018-12-07,Friday,112410,116940,112340,115170
1397-09-17,2018-12-08,Saturday,114870,114870,112110,112410
1397-09-18,2018-12-09,Sunday,112500,112540,107360,107900
1397-09-19,2018-12-10,Monday,107840,108230,107640,108190
1397-09-20,2018-12-11,Tuesday,108230,109940,86900,97100
1397-09-21,2018-12-12,Wednesday,97900,101500,97900,101300
1397-09-22,2018-12-13,Thursday,101300,101300,101300,101300
1397-09-23,2018-12-14,Friday,101250,101850,101250,101350
1397-09-24,2018-12-15,Saturday,99900,99950,97050,99500
1397-09-25,2018-12-16,Sunday,99900,99900,99400,99400
1397-09-26,2018-12-17,Monday,99400,99400,99400,99400
1397-09-27,2018-12-18,Tuesday,101000,101000,99900,99900
1397-09-28,2018-12-19,Wednesday,99800,99890,99700,99700
1397-09-29,2018-12-20,Thursday,99700,99700,99700,99700
1397-09-30,2018-12-21,Friday,99900,99900,99900,99900
1397-10-02,2018-12-23,Sunday,101000,101000,101000,101000
1397-10-03,2018-12-24,Monday,103950,105000,103950,105000
1397-10-04,2018-12-25,Tuesday,109000,118000,109000,112000
1397-10-05,2018-12-26,Wednesday,111900,111900,107500,107500
1397-10-06,2018-12-27,Thursday,107500,107500,107500,107500
1397-10-07,2018-12-28,Friday,105000,105000,102800,103000
1397-10-08,2018-12-29,Saturday,106000,108000,105500,107000
1397-10-09,2018-12-30,Sunday,108000,108000,107900,108000
1397-10-10,2018-12-31,Monday,107000,107000,105000,105000
1397-10-11,2019-01-01,Tuesday,104900,105000,104200,104500
1397-10-12,2019-01-02,Wednesday,106000,106000,105800,106000
1397-10-13,2019-01-03,Thursday,106000,106000,106000,106000
1397-10-14,2019-01-04,Friday,105950,106000,105500,105900
1397-10-15,2019-01-05,Saturday,105450,105600,104900,105500
1397-10-16,2019-01-06,Sunday,107000,107100,106900,107000
1397-10-17,2019-01-07,Monday,109000,109000,108700,109000
1397-10-18,2019-01-08,Tuesday,108800,109050,108600,108800
1397-10-19,2019-01-09,Wednesday,108900,108900,108850,108900
1397-10-20,2019-01-10,Thursday,108900,108900,108900,108900
1397-10-21,2019-01-11,Friday,111000,113500,110850,113000
1397-10-22,2019-01-12,Saturday,116000,118000,114000,114000
1397-10-23,2019-01-13,Sunday,108950,108000,109750,109900
1397-10-24,2019-01-14,Monday,112500,112650,112300,112500
1397-10-25,2019-01-15,Tuesday,114500,114600,114350,114500
1397-10-26,2019-01-16,Wednesday,115900,115900,115900,115900
1397-10-27,2019-01-17,Thursday,115900,115900,115900,115900
1397-10-28,2019-01-18,Friday,114500,114550,114300,114500
1397-10-29,2019-01-19,Saturday,114400,114500,114300,114500
1397-10-30,2019-01-20,Sunday,116500,116500,116300,116300
1397-11-01,2019-01-21,Monday,116500,116500,116250,116500
1397-11-02,2019-01-22,Tuesday,115400,115450,115200,115400
1397-11-03,2019-01-23,Wednesday,115100,115100,115000,115000
1397-11-04,2019-01-24,Thursday,115000,115000,115000,115000
1397-11-05,2019-01-25,Friday,115100,118500,115100,116500
1397-11-06,2019-01-26,Saturday,117900,117950,117750,117900
1397-11-07,2019-01-27,Sunday,118500,118500,117800,118000
1397-11-08,2019-01-28,Monday,118900,118900,117900,118300
1397-11-09,2019-01-29,Tuesday,119500,119600,119300,119450
1397-11-10,2019-01-30,Wednesday,119000,119000,118350,118500
1397-11-11,2019-01-31,Thursday,118500,118500,118500,118500
1397-11-12,2019-02-01,Friday,115500,115500,112700,113000
1397-11-13,2019-02-02,Saturday,110000,110000,109700,110000
1397-11-14,2019-02-03,Sunday,114500,116550,114400,116500
1397-11-15,2019-02-04,Monday,118500,118600,117300,117500
1397-11-16,2019-02-05,Tuesday,118500,118600,118200,118500
1397-11-17,2019-02-06,Wednesday,116500,116600,116450,116450
1397-11-18,2019-02-07,Thursday,116450,116450,116450,116450
1397-11-19,2019-02-08,Friday,116475,116500,116450,116450
1397-11-20,2019-02-09,Saturday,116500,117200,116500,117100
1397-11-21,2019-02-10,Sunday,117100,117100,117000,117100
1397-11-22,2019-02-11,Monday,118000,119000,118000,119000
1397-11-23,2019-02-12,Tuesday,119300,119300,119100,119300
1397-11-24,2019-02-13,Wednesday,118500,118500,118300,118500
1397-11-25,2019-02-14,Thursday,118500,118500,118500,118500
1397-11-26,2019-02-15,Friday,118400,123000,118300,121000
1397-11-27,2019-02-16,Saturday,122500,123600,122550,123500
1397-11-28,2019-02-17,Sunday,123600,129000,123600,129000
1397-11-29,2019-02-18,Monday,128000,128000,127800,128000
1397-11-30,2019-02-19,Tuesday,129900,129900,122800,129700
1397-12-01,2019-02-20,Wednesday,129600,129700,129600,129700
1397-12-03,2019-02-22,Friday,125000,125000,125000,125000
1397-12-04,2019-02-23,Saturday,136500,136500,136500,136500
1397-12-05,2019-02-24,Sunday,135500,135500,134500,134500
1397-12-06,2019-02-25,Monday,133500,133500,133000,133000
1397-12-07,2019-02-26,Tuesday,132500,132800,132500,132500
1397-12-08,2019-02-27,Wednesday,132000,132000,132000,132000
1397-12-09,2019-02-28,Thursday,132000,132000,132000,132000
1397-12-10,2019-03-01,Friday,134500,134500,134400,134500
1397-12-11,2019-03-02,Saturday,133000,133000,129800,129860
1397-12-12,2019-03-03,Sunday,130040,130040,126850,127070
1397-12-13,2019-03-04,Monday,126020,126100,125850,125980
1397-12-14,2019-03-05,Tuesday,125950,132550,125900,131540
1397-12-15,2019-03-06,Wednesday,131560,131570,130360,130370
1397-12-16,2019-03-07,Thursday,130370,130370,130370,130370
1397-12-17,2019-03-08,Friday,131890,132070,131360,131510
1397-12-18,2019-03-09,Saturday,131460,131570,130360,130420
1397-12-19,2019-03-10,Sunday,129440,129550,128930,129050
1397-12-20,2019-03-11,Monday,128970,129050,128430,128470
1397-12-21,2019-03-12,Tuesday,128490,128550,128430,128550
1397-12-22,2019-03-13,Wednesday,132040,132050,130930,131020
1397-12-23,2019-03-14,Thursday,131020,131020,131020,131020
1397-12-24,2019-03-15,Friday,130840,139560,129800,129850
1397-12-25,2019-03-16,Saturday,129930,129960,128800,128830
1397-12-26,2019-03-17,Sunday,128920,128960,128800,128890
1397-12-27,2019-03-18,Monday,128950,128960,128800,128940
1397-12-28,2019-03-19,Tuesday,128940,128940,128800,128940
1398-01-04,2019-03-24,Sunday,129550,129560,129410,129520
1398-01-05,2019-03-25,Monday,129490,129560,129400,129510
1398-01-06,2019-03-26,Tuesday,129560,129560,129400,129420
1398-01-07,2019-03-27,Wednesday,129540,133600,129380,131890
1398-01-08,2019-03-28,Thursday,131890,131890,131890,131890
1398-01-09,2019-03-29,Friday,131980,132100,131880,132000
1398-01-10,2019-03-30,Saturday,131940,132000,131890,132000
1398-01-14,2019-04-03,Wednesday,131890,132000,131890,132000
1398-01-16,2019-04-05,Friday,131980,132000,131890,131900
1398-01-17,2019-04-06,Saturday,131930,138010,131890,133910
1398-01-18,2019-04-07,Sunday,133900,136900,133890,136900
1398-01-19,2019-04-08,Monday,136870,141800,136790,141750
1398-01-20,2019-04-09,Tuesday,141760,141800,137390,137500
1398-01-21,2019-04-10,Wednesday,137380,137400,137290,137310
1398-01-22,2019-04-11,Thursday,137310,137310,137310,137310
1398-01-23,2019-04-12,Friday,137400,137400,129790,136000
1398-01-24,2019-04-13,Saturday,135900,136000,134390,134500
1398-01-25,2019-04-14,Sunday,134450,136900,134390,136900
1398-01-26,2019-04-15,Monday,136870,136900,134040,135430
1398-01-27,2019-04-16,Tuesday,135480,135500,133890,134010
1398-01-28,2019-04-17,Wednesday,133990,134950,133900,134790
1398-01-29,2019-04-18,Thursday,134790,134790,134790,134790
1398-01-30,2019-04-19,Friday,134870,135600,134650,135460
1398-01-31,2019-04-20,Saturday,135530,135600,135350,135460
1398-02-01,2019-04-21,Sunday,135590,137600,135350,137600
1398-02-02,2019-04-22,Monday,137440,139100,137350,137920
1398-02-03,2019-04-23,Tuesday,137930,138100,137850,137990
1398-02-04,2019-04-24,Wednesday,137970,138800,137850,138120
1398-02-05,2019-04-25,Thursday,138120,138120,138120,138120
1398-02-06,2019-04-26,Friday,138140,138900,138050,138460
1398-02-07,2019-04-27,Saturday,138580,141600,138350,141470
1398-02-08,2019-04-28,Sunday,141540,142000,141350,141510
1398-02-09,2019-04-29,Monday,141550,141600,140350,140520
1398-02-10,2019-04-30,Tuesday,140530,142550,140350,142500
1398-02-11,2019-05-01,Wednesday,142530,142550,142340,142410
1398-02-12,2019-05-02,Thursday,142410,142410,142410,142410
1398-02-13,2019-05-03,Friday,142500,145000,142340,144960
1398-02-14,2019-05-04,Saturday,144930,149000,144840,147450
1398-02-15,2019-05-05,Sunday,147500,147500,146360,147000
1398-02-16,2019-05-06,Monday,146950,149500,146840,149480
1398-02-17,2019-05-07,Tuesday,149360,149900,149360,149900
1398-02-18,2019-05-08,Wednesday,149840,153500,149740,153500
1398-02-19,2019-05-09,Thursday,153500,153500,153500,153500
1398-02-20,2019-05-10,Friday,153400,153500,149340,149500
1398-02-21,2019-05-11,Saturday,149390,149500,146340,146500
1398-02-22,2019-05-12,Sunday,146430,148500,146340,148360
1398-02-23,2019-05-13,Monday,148500,148500,148340,148500
1398-02-24,2019-05-14,Tuesday,148440,149000,148340,148430
1398-02-25,2019-05-15,Wednesday,148500,148500,146340,146470
1398-02-26,2019-05-16,Thursday,146470,146470,146470,146470
1398-02-27,2019-05-17,Friday,146410,146500,145340,145500
1398-02-28,2019-05-18,Saturday,145350,146500,144840,145000
1398-02-29,2019-05-19,Sunday,144980,145000,137340,137500
1398-02-30,2019-05-20,Monday,137460,137500,137340,137470
1398-02-31,2019-05-21,Tuesday,137500,139500,137350,139500
1398-03-01,2019-05-22,Wednesday,139370,140500,139340,140460
1398-03-02,2019-05-23,Thursday,140460,140460,140460,140460
1398-03-03,2019-05-24,Friday,140340,140500,139540,139570
1398-03-04,2019-05-25,Saturday,139700,139700,138340,138500
1398-03-06,2019-05-27,Monday,138000,138000,137340,137500
1398-03-07,2019-05-28,Tuesday,137360,137500,132340,134000
1398-03-08,2019-05-29,Wednesday,133970,135500,133840,135370
1398-03-09,2019-05-30,Thursday,135370,135370,135370,135370
1398-03-10,2019-05-31,Friday,135500,135500,135340,135500
1398-03-11,2019-06-01,Saturday,135470,135500,132370,132390
1398-03-12,2019-06-02,Sunday,132500,132540,130870,130980
1398-03-13,2019-06-03,Monday,131010,131040,130870,130980
1398-03-17,2019-06-07,Friday,131870,132040,130850,130900
1398-03-18,2019-06-08,Saturday,130910,131020,126890,126970
1398-03-19,2019-06-09,Sunday,127000,128640,127000,128450
1398-03-20,2019-06-10,Monday,130860,131040,12850,128880
1398-03-21,2019-06-11,Tuesday,129000,129000,128840,129000
1398-03-22,2019-06-12,Wednesday,129000,129000,129000,129000
1398-03-24,2019-06-14,Friday,129500,129500,129340,129360
1398-03-25,2019-06-15,Saturday,129350,135000,129340,134940
1398-03-26,2019-06-16,Sunday,134980,135050,133340,133360
1398-03-27,2019-06-17,Monday,133390,133550,131840,132020
1398-03-28,2019-06-18,Tuesday,131850,132050,130840,130950
1398-03-29,2019-06-19,Wednesday,132000,132000,130890,132000
1398-03-30,2019-06-20,Thursday,132000,132000,132000,132000
1398-03-31,2019-06-21,Friday,131980,132000,129890,130000
1398-04-01,2019-06-22,Saturday,129970,130000,129890,130000
1398-04-02,2019-06-23,Sunday,129910,132000,129890,131890
1398-04-03,2019-06-24,Monday,131930,132000,130400,131000
1398-04-04,2019-06-25,Tuesday,129500,129500,129390,129400
1398-04-05,2019-06-26,Wednesday,129420,129500,129390,129500
1398-04-06,2019-06-27,Thursday,129410,129410,129410,129410
1398-04-08,2019-06-29,Saturday,129450,129550,128390,128500
1398-04-09,2019-06-30,Sunday,128440,128500,126890,127000
1398-04-10,2019-07-01,Monday,126960,128000,126890,128000
1398-04-11,2019-07-02,Tuesday,127940,128000,127390,127450
1398-04-12,2019-07-03,Wednesday,127500,127500,127390,127500
1398-04-13,2019-07-04,Thursday,127500,127500,127500,127500
1398-04-14,2019-07-05,Friday,127430,129500,127390,129400
1398-04-15,2019-07-06,Saturday,129440,130000,128890,128980
1398-04-16,2019-07-07,Sunday,129000,129000,127890,127910
1398-04-17,2019-07-08,Monday,128000,128000,127390,127430
1398-04-18,2019-07-09,Tuesday,127480,127500,127390,127480
1398-04-19,2019-07-10,Wednesday,127420,127500,127390,127460
1398-04-20,2019-07-11,Thursday,127460,127460,127460,127460
1398-04-21,2019-07-12,Friday,126940,127000,125890,126000
1398-04-22,2019-07-13,Saturday,125910,126000,124890,125000
1398-04-23,2019-07-14,Sunday,124890,125000,120890,121000
1398-04-24,2019-07-15,Monday,120900,121000,118890,118890
1398-04-25,2019-07-16,Tuesday,119000,119000,111890,113890
1398-04-26,2019-07-17,Wednesday,114890,115000,114890,115000
1398-04-28,2019-07-19,Friday,114900,117000,114890,116480
1398-04-29,2019-07-20,Saturday,116500,119000,116390,118970
1398-04-30,2019-07-21,Sunday,118950,119000,118890,119000
1398-04-31,2019-07-22,Monday,119980,123000,119890,123000
1398-05-01,2019-07-23,Tuesday,122890,124000,121890,121930
1398-05-02,2019-07-24,Wednesday,120000,120000,119390,119500
1398-05-03,2019-07-25,Thursday,119500,119500,119500,119500
1398-05-04,2019-07-26,Friday,119470,121000,119390,120940
1398-05-05,2019-07-27,Saturday,120930,122000,120890,121500
1398-05-06,2019-07-28,Sunday,121390,121500,120390,120420
1398-05-07,2019-07-29,Monday,120480,120500,120390,120500
1398-05-08,2019-07-30,Tuesday,120400,120500,119390,119430
1398-05-09,2019-07-31,Wednesday,119000,119000,118890,119000
1398-05-10,2019-08-01,Thursday,119000,119000,119000,119000
1398-05-11,2019-08-02,Friday,118910,120000,118890,119910
1398-05-12,2019-08-03,Saturday,119500,119500,118890,119000
1398-05-13,2019-08-04,Sunday,118910,119000,118890,118910
1398-05-14,2019-08-05,Monday,119000,119500,118890,119420
1398-05-15,2019-08-06,Tuesday,119460,119500,118890,118940
1398-05-16,2019-08-07,Wednesday,118430,118500,118390,118400
1398-05-18,2019-08-09,Friday,118480,118500,117890,118000
1398-05-19,2019-08-10,Saturday,117920,118000,116890,117000
1398-05-20,2019-08-11,Sunday,116910,117000,116890,117000
1398-05-21,2019-08-12,Monday,116940,117000,116890,116910
1398-05-22,2019-08-13,Tuesday,116940,117000,116890,117000
1398-05-23,2019-08-14,Wednesday,116930,117000,116890,117000
1398-05-25,2019-08-16,Friday,116970,117000,116890,117000
1398-05-26,2019-08-17,Saturday,116920,117500,116890,117420
1398-05-27,2019-08-18,Sunday,117500,117500,116890,116960
1398-05-28,2019-08-19,Monday,116980,117000,116890,116960
1398-05-29,2019-08-20,Tuesday,117000,117000,116390,116420
1398-05-30,2019-08-21,Wednesday,116500,116500,115890,116000
1398-05-31,2019-08-22,Thursday,116000,116000,116000,116000
1398-06-01,2019-08-23,Friday,116430,116500,115890,115900
1398-06-02,2019-08-24,Saturday,116000,116000,114390,114500
1398-06-03,2019-08-25,Sunday,114420,114500,111890,111920
1398-06-04,2019-08-26,Monday,111980,112000,109890,111000
1398-06-05,2019-08-27,Tuesday,110980,112000,110900,111950
1398-06-06,2019-08-28,Wednesday,111890,112000,111890,112000
1398-06-07,2019-08-29,Thursday,112000,112000,112000,112000
1398-06-08,2019-08-30,Friday,111940,113500,111890,113470
1398-06-09,2019-08-31,Saturday,113420,114500,113390,114000
1398-06-10,2019-09-01,Sunday,113920,114000,112390,112480
1398-06-11,2019-09-02,Monday,113930,114000,113890,114000
1398-06-12,2019-09-03,Tuesday,113960,113960,113390,113420
1398-06-13,2019-09-04,Wednesday,114000,114000,113890,114000
1398-06-14,2019-09-05,Thursday,114000,114000,114000,114000
1398-06-15,2019-09-06,Friday,113960,114000,113890,113890
1398-06-16,2019-09-07,Saturday,113960,116000,113890,116000
1398-06-17,2019-09-08,Sunday,116000,116000,116000,116000
1398-06-19,2019-09-10,Tuesday,115900,116140,115890,115970
1398-06-20,2019-09-11,Wednesday,115000,115000,114440,114440
1398-06-21,2019-09-12,Thursday,114440,114440,114440,114440
1398-06-22,2019-09-13,Friday,114450,114500,113940,114000
1398-06-23,2019-09-14,Saturday,113960,114000,112890,112980
1398-06-24,2019-09-15,Sunday,113500,113500,113390,113500
1398-06-25,2019-09-16,Monday,113450,114500,113000,114000
1398-06-26,2019-09-17,Tuesday,113910,114000,113890,114000
1398-06-27,2019-09-18,Wednesday,114500,114500,114390,114500
1398-06-28,2019-09-19,Thursday,114500,114500,114500,114500
1398-06-29,2019-09-20,Friday,114410,114500,114390,114500
1398-06-30,2019-09-21,Saturday,114390,114500,113890,113940
1398-06-31,2019-09-22,Sunday,114000,114000,113390,113460
1398-07-01,2019-09-23,Monday,113500,113500,113390,113500
1398-07-02,2019-09-24,Tuesday,113460,113500,113390,113470
1398-07-03,2019-09-25,Wednesday,113480,113500,113390,113500
1398-07-04,2019-09-26,Thursday,113500,113500,113500,113500
1398-07-05,2019-09-27,Friday,113400,114500,113390,114500
1398-07-06,2019-09-28,Saturday,114390,114500,114390,114500
1398-07-07,2019-09-29,Sunday,115000,115000,114890,115000
1398-07-08,2019-09-30,Monday,114960,115000,114390,114410
1398-07-09,2019-10-01,Tuesday,114500,114500,113890,114000
1398-07-10,2019-10-02,Wednesday,114460,114500,114390,114430
1398-07-11,2019-10-03,Thursday,114430,114430,114430,114430
1398-07-12,2019-10-04,Friday,114500,114500,114390,114450
1398-07-13,2019-10-05,Saturday,114500,114500,113890,113970
1398-07-14,2019-10-06,Sunday,114000,114000,113890,114000
1398-07-15,2019-10-07,Monday,113910,114000,113890,113930
1398-07-16,2019-10-08,Tuesday,113940,114090,113890,113950
1398-07-17,2019-10-09,Wednesday,113980,114090,113890,114020
1398-07-18,2019-10-10,Thursday,114020,114020,114020,114020
1398-07-19,2019-10-11,Friday,114040,114090,113890,114070
1398-07-20,2019-10-12,Saturday,113970,114090,113890,114000
1398-07-21,2019-10-13,Sunday,113980,114040,113390,113500
1398-07-22,2019-10-14,Monday,113530,113540,113390,113530
1398-07-23,2019-10-15,Tuesday,113520,114040,113390,113960
1398-07-24,2019-10-16,Wednesday,113900,114040,113890,114020
1398-07-25,2019-10-17,Thursday,114020,114020,114020,114020
1398-07-27,2019-10-19,Saturday,113930,114040,113890,113890
1398-07-28,2019-10-20,Sunday,113960,114040,113390,113540
1398-07-29,2019-10-21,Monday,113400,113540,112590,112600
1398-07-30,2019-10-22,Tuesday,113110,113530,111590,112550
1398-08-01,2019-10-23,Wednesday,112050,112050,111880,112050
1398-08-02,2019-10-24,Thursday,112050,112050,112050,112050
